id,para,response,gen_passage_id
human_13365,"“What I want to know,” the woman said to the therapist, “is why the voices always say mean, terrible things. Why don’t they ever say things like ‘You’re a good person. You’re a great, smart, wonderful guy, your life matters, and you deserve to be happy’? I mean, instead of saying, ‘You’re no good, your life is worthless, everyone hates you, you should hurt yourself, you deserve to be hurt, you deserve to die.’

“Even worse,” the woman went on, “why do the voices always say things like ‘Go shove some innocent stranger in front of an oncoming train’? Instead of, like, ‘How about helping that little old lady with her bags?’ ”

He wanted to laugh, but the woman was being earnest. She was young—early thirties, he guessed—with an unremarkable face except for her eyes, so dark you could barely distinguish iris from pupil. She stared at him from under thick bangs, the only part of her black hair that had been streaked blond. Kiss Me Deadly red lipstick, and a long-sleeved forest-green dress of some suède-like fabric that looked vintage. His gaze kept being drawn to her gleaming manicure, each copper-colored nail like a Japanese beetle.

He could have told her that what she was saying wasn’t true. The voices didn’t always bully or suggest evil acts. Sometimes their words were impersonal, and might even be kind. Sometimes they didn’t speak at all but only breathed heavily—which could, he supposed, be as sinister as threats or curses. Some hummed, or chanted, or sang. “I hear lullabies,” one patient had told him.

If he’d wanted to get into a conversation with Lady Greensleeves, he might have said all this. He might have added the obvious: non-negative voices were not necessarily a positive thing. The problem with the lullabies was that they drove a woman of fifty to rock back and forth and suck her thumb. And, of course, there was a certain kind of person, one of the worst kinds of person, who seemed to live with a voice continually telling them how great they were, and who felt victimized because their perfection was not universally acknowledged.

He’s bored, the woman thought. He isn’t listening. He’s just being polite. No, he wasn’t even bothering to pretend. Not polite!","[{'expression': 'He wanted to laugh, but the woman was being earnest.', 'justification': ""This appears at the beginning of the third paragraph but there's no clear antecedent for 'he.' The woman was speaking to 'the therapist' in the opening, but this sudden shift to 'he' without proper introduction is jarring and unclear about who this person is.""}, {'expression': ""If he'd wanted to get into a conversation with Lady Greensleeves"", 'justification': ""This is awkward and illogical - they are already in a conversation. The woman has been speaking to him (presumably the therapist) and he's been listening. The phrase 'get into a conversation' doesn't make sense when they're already engaged in one.""}, {'expression': ""He's bored, the woman thought. He isn't listening. He's just being polite. No, he wasn't even bothering to pretend. Not polite!"", 'justification': ""This sudden shift to the woman's internal thoughts without any transitional cue or formatting (like italics) is jarring. Additionally, the progression from 'just being polite' to 'Not polite!' in consecutive sentences is contradictory and confusing.""}]",in_train
human_13191,"Then his father would cast him a fleeting glance, and, as if sentenced to torture, Mieczyś would pick up his spoon and plunge it into the dark goo. At this point, Emil would be rolling his eyes, saying, with a sigh, that it was the best thing he had eaten in all his life. The satisfaction expressed in these compliments brightened the usually gloomy countenance of Józef, who would not depart for the kitchen, demanding more praise with his presence. Mieczyś knew that the men’s eyes were about to turn to him, so he negotiated with himself internally, explaining to himself that he had to do it, that he could not disappoint his two favorite people, who wanted the best for him, and that to be a real man he needed to master himself, because they were serving him this dish out of love. Then tears would come to his eyes, and the spoon, shaking and spilling drops of soup, would rise to his mouth, which could do nothing but open and receive this offering. He always hoped that his memory of the taste of czernina from the previous occasions was wrong, and that now it would suddenly turn out to be surprisingly good. But once again something uniquely horrible filled his mouth, tinged by the flavors of bay and marjoram and lacquered by a butter brush, but nevertheless disgusting and revolting. It was a taste that screamed, full of violence, steaming, pushing its way between his tongue and cheeks, sweet and sickly. His throat tightened, and he felt the urge to vomit, but was able to control it, to ignore it, so that, after a moment of hesitation, it retreated deep inside his body, disappearing into his intestines, and the helping of boiled animal blood flowed down into his stomach. His father and uncle pretended not to be watching him, but he knew that it was a test and that they were observing him closely and coldly from the corners of their eyes. As he took another spoonful, then another, his father would calm down and start to make jokes. Tears would fill the boy’s eyes, but he ignored them, too, making them vanish somewhere far down in his body.

“This is a traditional Polish soup. Only a simpleton won’t try it. And how much brawn it gives you!” his father said jovially.","[{'expression': 'lacquered by a butter brush', 'justification': ""This metaphor is awkward and unnatural. 'Lacquered' typically refers to applying a glossy coating to wood or other surfaces, not to food flavors. The phrase doesn't make sense in describing the taste of soup, even metaphorically.""}, {'expression': 'a taste that screamed, full of violence', 'justification': ""While personifying taste as 'screaming' could be poetic, combining it with 'full of violence' creates an awkward, overextended metaphor that doesn't flow naturally. The expression is trying too hard to convey disgust and becomes incoherent.""}, {'expression': 'making them vanish somewhere far down in his body', 'justification': ""This phrase about tears vanishing 'far down in his body' is physiologically nonsensical and awkward. Tears don't travel down inside the body when suppressed - they either fall, evaporate, or are reabsorbed by tear ducts. The expression doesn't make logical sense.""}]",in_train
human_12838,"By the time life was brought to perfection, old age had arrived. The last costly touch was a small bathtub, installed after a lot of reflection and searching. Some recommended that she get a stall shower, but Alisa resolutely rejected having a vertical bath with a door: what good is water raining down on your head? It’s so much better to lie in warm water with a rubber pillow under your head, your softened feet rolling two pleasantly prickly plastic balls. . . .

Alisa belonged to the rare breed of people who know with perfect certainty what they want and what they don’t want under any circumstances.

By an early age, the mixed blood—half Baltic, half Polish—she inherited from her mother had cooled off all Alisa’s passionate impulses, and the fear of falling into another person’s power was stronger than all the other fears proper to women: of solitude, of childlessness, of poverty. Her mother, Martha, who had married an Army general before the war, a marriage that resulted in Alisa, had to bury her general when she was still young. For the rest of her life, she was always passionately in love and suffered spectacularly, to the point of the psych wards. She was always ready to bring to her new lover’s feet everything she owned, including the apartment her general had left her.

After breaking up with her latest lover, Martha committed suicide in an indecently literary manner: having gone to the hairdresser and the manicurist, she threw herself under a train. In Alisa, her mother’s insane behavior totally paralyzed any possibility of a futile and fruitless self-sacrifice.

Several former lovers came to Martha’s funeral, including the last one, who had abandoned her, thereby inflicting the deadly blow. They unloaded a mountain of flowers on the closed coffin, and the twenty-year-old Alisa, with her pale, not-quite-developed loveliness, despising and ashamed of her mother’s excessive sensuality, swore to herself that she would never become the plaything of such animals. And she didn’t. Hers was not a burdensome asceticism but one of rare, insignificant affairs that put her on a par with her peers in life experience.","[{'expression': 'By the time life was brought to perfection, old age had arrived', 'justification': ""This opening sentence is vague and awkward. It's unclear what 'life was brought to perfection' means in this context - whose life? How can life be brought to perfection? The phrase doesn't connect logically with the following sentence about installing a bathtub.""}, {'expression': ""the mixed blood—half Baltic, half Polish—she inherited from her mother had cooled off all Alisa's passionate impulses"", 'justification': ""This expression unnaturally attributes Alisa's emotional temperament to her ethnic heritage ('mixed blood'), suggesting that being half Baltic and half Polish somehow genetically causes emotional coolness. This is an awkward and illogical way to describe someone's personality development.""}, {'expression': 'all the other fears proper to women', 'justification': ""The phrase 'proper to women' is awkward and unnatural. While the author likely means 'common to women' or 'typical of women,' the word 'proper' here creates confusion as it could mean either 'appropriate' or 'belonging to,' neither of which flows naturally in this context.""}, {'expression': ""despising and ashamed of her mother's excessive sensuality"", 'justification': ""The grammar is incorrect here - it should be either 'despising and ashamed of' (with 'being' before 'ashamed') or 'despising her mother's excessive sensuality and ashamed of it.' The current construction mixes a participle ('despising') with an adjective ('ashamed') in a grammatically awkward way.""}]",12838_human
human_12011,"My mother had two treasures. One was an opal ring, the only present she ever received from my late father. She kept it in a small box and took it out only once or twice a year, on special occasions, for a few short hours. The box, which was covered in deep-blue velvet, made a little sound, like a kitten yawning, when it was opened.

When I was alone in the house, I often opened the box to stare at the opal. This wasn’t expressly forbidden, but, child that I was, I somehow felt it was better done in secret.

The ring was old, a fact that was apparent from the state of the box. The cardboard had begun to show through in places where the velvet covering had been rubbed thin, and the address printed inside the lid mentioned a street whose name had changed when the town was rezoned.

The ring was embedded in a wad of cotton batting that was stiff and discolored, and I worried that the unpleasant wrapping might be bad for the gem. But it never occurred to my mother to change it.

When I looked at the opal, I was invariably reminded of ice cream—in particular, a flavor called Starry Night, which was sold at the candy store in front of the station. Vanilla ice cream flecked with orange, pink, yellow, and pale-blue chips of ice. The packaging, too, was quite attractive, an aluminum container as big around as a baby’s head, covered with silver paper stars. The containers were lined up in a freezer case near the store window, but, needless to say, I had never tasted Starry Night, or even seen the real thing. I had only glimpsed the plastic sample displayed on top of the freezer. In fact, I had never had so much as a cookie from that shop, which was far too expensive for us.

I would set the ring on my pencil case or hold it up to the fluorescent light or even try it on for just a moment. But it was too large for any of my fingers, and, as it dangled from my hand, I felt that it was much less appealing than a scoop of Starry Night.
I always returned the ring before my mother came home. I would replace the cotton and close the lid of the box, taking care not to leave any fingermarks on the velvet.","[{'expression': 'The box, which was covered in deep-blue velvet, made a little sound, like a kitten yawning, when it was opened', 'justification': ""A box making a sound 'like a kitten yawning' when opened is an odd and unnatural comparison. Boxes typically make clicking, creaking, or snapping sounds when opened, but comparing it to a kitten yawning doesn't make logical sense as that's typically a silent or very quiet action.""}, {'expression': ""an aluminum container as big around as a baby's head"", 'justification': ""While size comparisons are common, comparing an ice cream container to 'a baby's head' is jarring and somewhat disturbing. It's an unusual and unsettling choice of comparison for something meant to be appealing like ice cream packaging.""}]",12011_human
human_15349,"I sat down next to Mother, placing my hands in her lap.

“Yaro, what is wrong?” Mother asked.

“There is nothing. I was just playing outside,” I replied. Mother didn’t know that I had sneaked out to the cinema with my friends. She ran her fingers through my hair. I sighed with relief, though my heart continued to beat fast. I was aware that my daring escape had made Uncle look like a fool, and I knew that from that evening on I would be in the crosshairs of his vengeance. The slightest wrong I committed would draw the harshest punishment I had ever suffered from him.

A few minutes later, I heard the banging of the mosquito-proofed door at Uncle Usama’s quarters, up the hill. For every kid in the compound, the sound of that door was a cat’s meow to a family of mice. It told us either that we could resume playing outside (if he was entering his quarters), or that we should run for our dear lives (if he was stepping out).

In the weeks following my daring alley escape, I did everything I could to be on my best behavior. I arrived at Uncle’s quarters as soon as I’d finished supper, and made sure that the bread I purchased for his and Auntie Asibi’s breakfast was soft and moist and freshly baked. Then one unlucky night, nearly two months into my stellar-behavior effort, I purchased a loaf that failed to meet Uncle’s high standards. He squeezed the air out of the loaf, sniffed it, then threw it in my direction, nearly hitting me in the face. “This bread feels like it was baked a week ago,” he barked. “It is stale and hard. Didn’t you inspect it before you gave them the money?” He ordered me to return the bread to the seller, get the money back, and buy him a better buredi from a vender who carried bread from the Lawyer’s House Bakery, his favorite. I opened my mouth to tell him that I had bought the bread from the right vender but quickly shut it again, afraid to anger him further. I picked up the bread from the floor and ran out of the room.","[{'expression': ""the sound of that door was a cat's meow to a family of mice"", 'justification': ""This metaphor doesn't make logical sense. A cat's meow would terrify mice, not serve as a useful warning signal. The author seems to want to convey that the sound serves as a warning, but the metaphor contradicts this since mice would panic at a cat's meow rather than use it as information to guide their behavior.""}, {'expression': 'my daring alley escape', 'justification': ""There's no previous mention of an alley escape in the passage. The text only mentions that the narrator 'sneaked out to the cinema with my friends' and that 'my daring escape had made Uncle look like a fool,' but doesn't establish that this escape happened in an alley. The sudden introduction of 'alley' seems disconnected from the prior context.""}]",in_train
human_12042,"Through no fault of our own (naturally), we were late. Our wives, you see, had decided to tag along. And although in general we didn’t bring our women to khatams, Hajji Hotak’s wife had sent each of our wives a personal invitation on Facebook, which they lorded over us, until, inevitably, we found ourselves waiting in empty living rooms or pacing back and forth on dreary porches, every few minutes shouting up the stairs or into the house, or quietly muttering to ourselves that we were late, goddammit, forever late, forever late and waiting, our wristwatches ticking as if time had no meaning, as if we weren’t hurtling toward the oblivion we had seen in the gaping mouths of boys with guns, but our clever wives—plucking and pruning and painting themselves—paid us no mind, or else shouted back that when everyone is late no one is late, which is true, in a way, because if we had arrived at six in the evening, as instructed by Hajji Hotak, our host would have been horrified to see us standing at his front door an hour and a half before anyone else. And so, oddly enough, out of courtesy, yes, courtesy, we drove up late to Hajji Hotak’s house, in West Sacramento, double-parking in his cul-de-sac, behind his mailbox or beneath the basketball hoop, almost pulling up onto his immaculately manicured lawn—Hajji Hotak having worked for years as a professional landscaper—most of us filtering into the house between seven-twenty-five and seven-forty, our wives flocking into the living room, already chirping about nothing.

Gradually, we filled the guest room. Some of our white-bearded elders lay back on toshaks, their legs sprawled out, bodies cushioned by three or four pillows. A few read the Quran, though Hajji Hotak had completed the khatam by himself hours ago. Most of our black-bearded, balding gentlemen sat upright on couches, their guts sucked in, their mustaches twisted from unconscious twirling. A number of us scrolled through iPhones with our index fingers or exchanged small talk, occasionally slipping into English by accident. Others took in Hotak’s home. The shoddy paint job and the new carpets. The cobwebs and the cracked windows. The old portrait of his late father, Hajji Atal, and the black-and-white photograph of his martyred brother, Watak Shaheed, who was killed by Communists during the war. Poor Hotak. His home was deteriorating before our eyes, and not one of his three useless sons was likely to save it.","[{'expression': 'their legs sprawled out', 'justification': ""The passage states the elders 'lay back on toshaks' with 'their legs sprawled out,' but if they are lying back (reclining), their legs would more naturally be extended or stretched out rather than 'sprawled' which suggests an awkward, uncontrolled spreading that doesn't fit with the relaxed, cushioned position described.""}, {'expression': 'chirping about nothing', 'justification': ""While 'chirping' can be used metaphorically for chattering, the phrase 'chirping about nothing' sounds awkward and unnatural. The more idiomatic expression would be 'chattering about nothing' or 'talking about nothing.'""}]",12042_human
human_8444,"Veronica Horst was stung by a bee, and it should have produced no more than a minute of annoyance and pain, but she, in the apparent bloom of health at the age of twenty-nine, turned out to be susceptible to anaphylactic shock, and nearly died. Fortunately, her husband, Gregor, was with her, and threw her fainting body, all but blood-pressureless, into their car and speeded careening through the heart of town to the hospital, where she was saved. When Les Miller heard about the event, from his wife, Lisa, who was breathlessly fresh from a session of gossip and women’s tennis, he was stung by jealousy: he and Veronica had had an affair the previous summer, and by the rights of love he should have been the one to be with her and to save her heroically. Gregor even had the presence of mind, afterward, to go around to the local police and explain why he had been speeding and careening through stop signs. “It seems incredible,” Lisa innocently told her husband, “that here she’s nearly thirty and apparently has never been stung before, so nobody knew she would react this way. As a child I was always getting stung, weren’t you?”

“I think Veronica had a city upbringing,” he said.

“Still,” Lisa said, hesitant in the face of his ready assertion, “that’s no guarantee. There are parks.”

Les, picturing Veronica in her house, in her bed, where an elongated pink-tinged pallor had been revealed to him, like a Modigliani or a Fragonard, nestled in rumpled fabric, said, “She’s a pretty indoor kind of person.”

Lisa was not. Tennis, golf, hiking, and skiing kept her freckled the year round. Even her delft-blue irises were dotted, if you looked, with tan specks of melanin. She insisted, “Well, she nearly died,” as if Les had been wandering from the point. His mind had been exploring the abysmal possibility of Veronica’s beauty and high spirits being removed from the world by a chemical mischance. In her moment of need, had her care passed to her lover the previous summer, he might have proved less effective than Gregor, who was small and dark and spoke English if not with an accent with a studied precision, as if locking the sense of his words into an iron case. She found him repellent, Veronica had confessed—his fussiness, his dictatorial streak, the cold assertiveness in his touch—but Les, by breaking off their affair at the end of the summer, had possibly saved her life.","[{'expression': 'all but blood-pressureless', 'justification': ""This is an awkward and unnatural way to describe someone with very low blood pressure. A more natural expression would be 'with dangerously low blood pressure' or 'nearly without blood pressure.'""}, {'expression': 'speeded careening', 'justification': ""This is grammatically awkward. 'Speeded' is an uncommon past tense form (sped is more natural), and having it directly followed by 'careening' creates an unnatural verb combination. It should be something like 'sped, careening through' or 'went speeding and careening through.'""}, {'expression': ""breathlessly fresh from a session of gossip and women's tennis"", 'justification': ""The phrase 'a session of gossip and women's tennis' is awkward because it implies gossip and tennis were combined in one session. More natural would be 'fresh from women's tennis and gossip' or 'fresh from a tennis match where she'd heard the gossip.'""}, {'expression': 'by the rights of love', 'justification': ""This phrase sounds unnatural and overly formal. A more natural expression would be 'by rights' or 'if love meant anything' or simply describing his feeling without this awkward phrase.""}, {'expression': 'nestled in rumpled fabric', 'justification': ""While poetic, using 'nestled' for a person in bed sheets sounds awkward. 'Nestled' typically refers to something small fitting snugly into something else. 'Wrapped in' or 'surrounded by' would be more natural.""}]",in_train
human_15318,"The first time I saw my granddaughters, I was standing across the street, didn’t dare go any closer. The windows in the suburban neighborhoods of Groningen hang large and low—I was embarrassed by how effortlessly I’d got what I’d come for, frightened by how easily they could be gobbled up by my gaze. But I, too, was exposed. The slightest turn of their heads and they would have seen me.

The girls took no interest in the goings on outside. They were entirely absorbed in themselves, in their small concerns. Girls with the kind of light, thin hair that spills between your fingers like flour. They were alone in the living room, too close within my reach. Had I been asked, I would have been at a loss to explain my presence. I left.

I waited for darkness to fall and lights to flicker on inside houses. This time I ventured closer, hesitating for a few moments before I crossed the street. I was astonished by the ease with which the family moved about. That was not how I remembered my daughter—I was stunned by the power of her presence. I whispered her name, “Leah, Leah,” just to make sense of what I was seeing. I stood there, not for long, just a few minutes. Leah’s daughters, Lotte and Sanne, were sitting at the dimly lit dining-room table and yet seemed to be in constant motion. Her husband, Johan, stood in the kitchen with his back to me, toiling over dinner, while Leah passed between the rooms, crucified by the window frame, disappearing from one room and reappearing in another, bending reality as if she could walk through walls. Though the living-room fireplace wasn’t lit, it wrapped the house in warmth. Gave it a homeyness, that’s what it was. And there were books everywhere, even in the kitchen. The household looked wholesome, everything about it meant to evoke the innocence of raw materials. And because I was watching my daughter and her family without their knowledge, I was vulnerable to witnessing what wasn’t mine to witness; I was running the spectator’s risk.","[{'expression': 'too close within my reach', 'justification': ""This is contradictory and illogical - the narrator is standing across the street looking through windows, so the girls cannot be 'within reach.' Additionally, 'too close within my reach' is awkwardly phrased - something would typically be either 'too close' or 'within reach,' not both combined in this way.""}, {'expression': 'crucified by the window frame', 'justification': ""This metaphor is jarring and doesn't make logical sense. A person walking past a window cannot be 'crucified' by its frame. The violent religious imagery is incongruous with the peaceful domestic scene being described.""}, {'expression': ""Though the living-room fireplace wasn't lit, it wrapped the house in warmth"", 'justification': 'This is illogical - an unlit fireplace cannot wrap a house in warmth. Fireplaces only provide warmth when they are lit and have a fire burning.'}, {'expression': 'the innocence of raw materials', 'justification': ""This phrase is awkward and unclear in context. While the narrator is describing a wholesome household, 'innocence of raw materials' is an odd, abstract way to characterize a family home that doesn't flow naturally with the concrete descriptions around it.""}]",in_train
human_15096,"Klaus grinned. Coughing, he put a handkerchief to his mouth. Then he opened a small, crumpled pouch of tobacco and began to roll a cigarette. He got straight to the point: he was looking for someone to help him out. He wouldn’t be able to do all the research for the play he was starting to write, and research was the most important part. I disagreed. “Research matters as much as, I don’t know, a cherry,” I said. “A cherry in a cocktail. A cherry in a cocktail after two in the morning. Anybody who’s not a complete idiot knows that there should be only one cherry per drink and that the cherry’s only there so that it can be removed.” I was being serious, I meant it, but Klaus was amused by what I’d said. I told him that what I was interested in was writing, but I might be able to give him a hand with his research.

He looked at me, sat quietly for a moment, and then assured me that I’d get to write as well. Depending on how things worked out, I might even get a credit as his co-writer.

I didn’t believe him for a second, but, on the other hand, it didn’t seem so far-fetched. I realized then that Klaus was a lonely person. He had no money and no friends, and couldn’t count on many people.

He had done political theatre in the seventies, which was when he’d made a name for himself, or, rather, a name among theatre buffs and writer friends, which, fair enough, is still something. My dad always says I shouldn’t be so critical. But since then Klaus had kept to himself. “I got old,” he said. “The world changed. I’ve never been part of the in-crowd, and now I’m paying the price.” Klaus had spent the past few decades putting on shows for virtually no one in grungy theaters downtown. But he was happy that way. All you can do is be happy that way. He took another sip of coffee, and then he rested his hands on the table and began to tell me about the play he was writing.","[{'expression': 'All you can do is be happy that way.', 'justification': ""This expression doesn't flow naturally in context. The previous sentence states 'But he was happy that way,' referring to Klaus being content with performing in small venues. The follow-up 'All you can do is be happy that way' is awkward because it shifts from describing Klaus's specific situation to making a universal statement without clear transition. It's also unclear if this is the narrator's philosophical observation or still describing Klaus's perspective. The phrasing suggests resignation or limitation ('all you can do'), but this doesn't coherently connect with the previous observation about Klaus's contentment.""}]",in_train
human_4796,"Wandering in the cellar of the unfamiliar house, unable for some frantic minutes to find the stairway leading up, the wife had begun to have difficulty breathing.

A new marriage is a new start. A new calendar.

What is it? A curious tingling sensation on the wife’s nose and cheeks, a similar sensation in the soft skin of her armpits, on her breasts, her stomach, the insides of her thighs. Itching, stinging, not entirely unpleasurable. She tries weakly to brush the sensation away, tries to touch her nose, where it is strongest, but cannot for her arms are paralyzed.

Help! Help me!

She is crying, wailing—yet in silence. Her mouth moves grotesquely, opening wide, a gaping O, her jaws quivering, convulsing. She tries to move her arms, her hands—a terrible numbness has suffused her limbs, rendering them useless. In desperation she manages to turn her head to one side, then to the other—thrashing her head from side to side to dislodge something from her face, her nose, which is stinging harder now, hurting.

Waking suddenly, out of a deep sleep. Her exhausted brain begins to clatter like a runaway machine.

“Help me! Please!”

There is something on her nose and cheeks, nestled tight in her armpits.

With all her strength, the wife manages to stumble from the bed and into the bathroom, fumbles to switch on the light, sees to her horror, in the mirror above the sink, something stuck to her nose, slimy-dark, fattish, rubbery, alive—is it a leech?
A half-dozen leeches on her face, the underside of her jaw, her throat...

She screams, tearing with her nails at the leech affixed to her nose until she rips it away, bloated with her blood. The thing falls dazed and squirming to the floor. Her nose is red where the leech’s tiny teeth sank into her skin; her cheeks are dotted with bloody droplets. She is frantic with horror and disbelief, clawing at her armpits, at her breasts. More leeches fall to the floor, where blood leaks from them, her blood.

The wife has never seen a leech. Not a living leech. Only photographs of leeches. In medical-history books, in her husband’s library. Yet she recognizes these bloodsucking slugs. She is aghast, hyperventilating, can’t catch her breath. In terror of losing consciousness. Her bones turned to liquid, she collapses to the floor, where dozens of leeches writhe, waiting to attack her anew.

In that instant, the light in the room brightens.","[{'expression': 'Her bones turned to liquid', 'justification': ""While metaphorical, this expression is awkwardly placed and doesn't flow naturally. The wife is collapsing from terror, but bones 'turning to liquid' is an odd way to describe weakness or loss of strength, especially in a passage that has been quite literal about the physical horror of leeches.""}, {'expression': 'where dozens of leeches writhe, waiting to attack her anew', 'justification': ""This contradicts the earlier count - the passage specifically mentions 'a half-dozen leeches on her face' plus some in her armpits and on her breasts. The sudden jump to 'dozens' on the floor is inconsistent with the established number of leeches she removed from her body.""}, {'expression': 'In that instant, the light in the room brightens', 'justification': ""This abrupt ending doesn't flow naturally or make contextual sense. The wife is in the midst of a horrifying crisis on the bathroom floor, and there's no logical reason for the light to suddenly brighten. It reads as a non-sequitur that doesn't connect to the preceding action.""}]",in_train
human_15031,"One morning, on his way to the restaurant after a dentist’s appointment, James makes a detour, entering a nearby store, which Ahmed manages. It is not clear in James’s mind if he will speak to Ahmed, and, if he does, whether he will ask about Ahmed’s visits to the restaurant or find out if he is related to the young Somali boy James knew in Tanzania. James is a sensitive soul, and he is loath to infringe on anyone’s sense of privacy if he can help it; likewise, he won’t pester his employees with queries that might embarrass them. He just wants to have a feel for the store, and to make the young man’s acquaintance.

Immediately, he can tell that there is no roaring business here. There are only five people in the place, two women in full-body tents and a third wearing headgear similar in style to a nun’s, and an old man sitting on a low stool who is chatting with the young man and occasionally helping to retrieve items that are placed high up in the stacks. James takes his time. He has no interest in purchasing any of the items on display. But he hangs around; he wants to exchange a few words with Ahmed in the proper manner, reasoning that he likes the look of the young man, loves the way he concentrates on what he is doing, and senses, too, that his movements are those of a young man who has said yes to hard work.

James finds himself gazing at the fellow’s handsome face, his sweet smile, his delicately carved features. He is relieved to confirm that Ahmed is not the preteen, now a young man, to whose parents he was beholden in Tanzania, and of whom he had not taken advantage. He can now afford to think ahead to the day when he can fill his eyes with Ahmed’s naked body, given the chance. He wishes he were an artist and Ahmed a nude subject, posing to be drawn. Sadly, though, the clothes on Ahmed prove to be an encumbrance. They are so badly designed. What is more, the sleeves of his shirt are too short, and there is visible dirt around the neck, plus curry-type stains here and there, and the trousers are too baggy. The fellow could do with a cleaner set of clothes, laundered and pressed. James can’t recall seeing him wearing any clothes other than the ones in which he is now standing.","[{'expression': 'two women in full-body tents', 'justification': ""While this appears to be describing women in full-body coverings like burqas or abayas, referring to them as 'tents' is awkward and unnatural phrasing that doesn't flow well with the otherwise formal narrative tone.""}, {'expression': 'to whose parents he was beholden in Tanzania, and of whom he had not taken advantage', 'justification': ""This expression is confusing and awkwardly constructed. The phrase 'of whom he had not taken advantage' following directly after 'to whose parents he was beholden' creates ambiguity about whether James didn't take advantage of the parents or the child, and the overall phrasing sounds unnatural and convoluted.""}, {'expression': 'Sadly, though, the clothes on Ahmed prove to be an encumbrance', 'justification': ""In the context where James is fantasizing about seeing Ahmed naked and wishes to draw him nude, saying the clothes 'prove to be an encumbrance' is oddly formal and doesn't flow naturally. It also doesn't make logical sense - clothes aren't proving to be an encumbrance to anything specific that's actually happening in the scene.""}]",in_train
human_11549,"“What would we want to go there for?” his father had said when Kevin pointed at a signpost over by the church one day and asked if they could drive in that direction for a change. “It’s a piddling little place with bugger all to see. All it’s good for is driving through.”

It couldn’t be that little, Kevin thought now, as he passed a sign with the village’s name. There were lampposts, too, with soft pools of light. White lines ran down the middle of the road. And soon there were houses, set rather far apart at first, then closer together.

Lettering was peeling off from the front of one. COFFEE. TOBACCO. BETTING. There were some lights on inside. He went up to a window where a small sheet of paper with some handwriting on it had been affixed. The letters got smaller and smaller as they neared the edge of the paper.

Open by appointment.

But there was no telephone number to ring. Kevin stood on his tiptoes and leaned forward. There was a slight bump as his forehead touched the pane. The shopwindow was crammed with china dolls wearing crocheted bonnets. Shoulder to shoulder they sat, staring out empty-eyed at the road. Two Madam Blå colanders, also, and a pair of hospital crutches. Farther inside, an old-fashioned spinning wheel and a desktop computer with its keyboard. There were price stickers on everything.

Someone sneezed. Then sneezed again. It sounded like a “no.” Kevin dropped onto his heels and went round the side of the house. Some tall steps led to a door. He went up them and considered for a moment a Teddy bear crafted from moss which sat at the top. He raised his hand and gripped the knocker. It was made of brass and looked like a boot. But before he could bang it against the door the lights went out inside, one after another.

There were so many people you would never meet. Most, in fact. He returned the brass boot to its resting position and went back to the road.

In front of the next house stood a figure of a stork, with a pink ribbon around its neck. There were no lights on. Nonetheless, he went up to the door and knocked a couple of times. He stepped back and was trying to remember what he’d decided to say when a voice behind him said, “What can I help you with?”","[{'expression': 'Some tall steps led to a door', 'justification': ""The phrase 'tall steps' is awkward and unnatural. Steps are typically described as 'steep' or 'high' but not 'tall'. The word 'tall' is usually reserved for vertical objects like people or buildings, not for steps which are climbed.""}, {'expression': 'a Teddy bear crafted from moss', 'justification': ""This is an unusual and unnatural description. Teddy bears are typically made from fabric, plush, or similar soft materials. A teddy bear 'crafted from moss' is bizarre and doesn't make logical sense as moss would not hold the shape of a teddy bear nor would it be a practical material for crafting such an object.""}]",11549_human
